Code,Name,Sector,Exchange,CCY,CurrentPrice,MarketCap(Billions)
3990.HK,MIDEA REAL EST,Properties & Construction,HKG,HKD,12.42,15.330752512
6049.HK,POLY PPT SER,Properties & Construction,HKG,HKD,50.4,27.88798464
6098.HK,CG SERVICES,Properties & Construction,HKG,HKD,29.6,99.635675136
6158.HK,ZHENRO PPT,Properties & Construction,HKG,HKD,0.58,2.533300736
6666.HK,EVERG SERVICES,Properties & Construction,HKG,HKD,2.3,24.86483968
6878.HK,DIFFER GROUP,Properties & Construction,HKG,HKD,2.05,14.777199616
6989.HK,EXCELLENCE CM,Properties & Construction,HKG,HKD,3.66,4.466481152
9666.HK,JINKE SERVICES,Properties & Construction,HKG,HKD,19.0,12.404112384
9909.HK,POWERLONG CM,Properties & Construction,HKG,HKD,6.08,3.908831744
9968.HK,HUIJING HLDGS,Properties & Construction,HKG,HKD,1.89,9.930059776
9979.HK,GREENTOWN MGMT,Properties & Construction,HKG,HKD,5.67,11.1017472
9983.HK,CC NEW LIFE,Properties & Construction,HKG,HKD,3.88,4.91999488
9993.HK,RADIANCE HLDGS,Properties & Construction,HKG,HKD,3.93,15.897754624
0005.HK,HSBC HOLDINGS,Financials,HKG,HKD,52.3,1061.7946112
0011.HK,HANG SENG BANK,Financials,HKG,HKD,139.2,266.128130048
0023.HK,BANK OF E ASIA,Financials,HKG,HKD,11.46,33.4934528
0086.HK,SUN HUNG KAI CO,Financials,HKG,HKD,3.64,7.18281216
0165.HK,CHINA EB LTD,Financials,HKG,HKD,7.48,12.6056704
0388.HK,HKEX,Financials,HKG,HKD,342.0,433.601282048
0440.HK,DAH SING,Financials,HKG,HKD,23.0,7.350225408
0665.HK,HAITONG INT'L,Financials,HKG,HKD,1.19,7.18449408
0697.HK,SHOUCHENG,Financials,HKG,HKD,1.16,8.457582592
0806.HK,VALUE PARTNERS,Financials,HKG,HKD,3.09,5.716438016
0939.HK,CCB,Financials,HKG,HKD,5.74,1452.50123776
0966.HK,CHINA TAIPING,Financials,HKG,HKD,8.98,32.27429888
0998.HK,CITIC BANK,Financials,HKG,HKD,3.78,270.6026496
1282.HK,GLORY SUN FIN,Financials,HKG,HKD,0.036,1.129949952
1288.HK,ABC,Financials,HKG,HKD,2.97,1332.122222592
1299.HK,AIA,Financials,HKG,HKD,80.0,967.760019456
1336.HK,NCI,Financials,HKG,HKD,20.45,117.511430144
1339.HK,PICC GROUP,Financials,HKG,HKD,2.49,236.922257408
1359.HK,CHINA CINDA,Financials,HKG,HKD,1.34,51.140431872
1398.HK,ICBC,Financials,HKG,HKD,4.65,2003.871072256
1658.HK,PSBC,Financials,HKG,HKD,5.77,588.338036736
1776.HK,GF SEC,Financials,HKG,HKD,10.24,136.475648
1788.HK,GUOTAI JUNAN I,Financials,HKG,HKD,0.87,8.368530432
1821.HK,ESR,Financials,HKG,HKD,22.9,69.812936704
1911.HK,CR HOLDINGS,Financials,HKG,HKD,9.16,5.026907136
1963.HK,BCQ,Financials,HKG,HKD,4.61,14.415700992
1988.HK,MINSHENG BANK,Financials,HKG,HKD,3.01,196.903665664
2318.HK,PING AN,Financials,HKG,HKD,47.0,921.7687552
2328.HK,PICC P&C,Financials,HKG,HKD,7.67,170.602266624
2356.HK,DAHSING BANKING,Financials,HKG,HKD,6.53,9.179547648
2388.HK,BOC HONG KONG,Financials,HKG,HKD,30.2,319.298568192
2601.HK,CPIC,Financials,HKG,HKD,18.2,246.975840256
2611.HK,GTJA,Financials,HKG,HKD,10.24,159.847415808
2628.HK,CHINA LIFE,Financials,HKG,HKD,11.96,764.700852224
2666.HK,UNI MEDICAL,Financials,HKG,HKD,5.12,9.6846848
2858.HK,YIXIN,Financials,HKG,HKD,0.82,5.345620992
3328.HK,BANKCOMM,Financials,HKG,HKD,5.29,430.319796224
3360.HK,FE HORIZON,Financials,HKG,HKD,7.0,29.15115008
3618.HK,CQRC BANK,Financials,HKG,HKD,2.83,49.704988672
3877.HK,CSSC SHIPPING,Financials,HKG,HKD,1.45,8.897301504
3908.HK,CICC,Financials,HKG,HKD,14.86,151.228727296
3968.HK,CM BANK,Financials,HKG,HKD,48.75,1202.33590784
3988.HK,BANK OF CHINA,Financials,HKG,HKD,3.11,1109.747433472
6030.HK,CITIC SEC,Financials,HKG,HKD,16.7,316.623650816
6060.HK,ZA ONLINE,Financials,HKG,HKD,25.05,36.8187392
6066.HK,CSC,Financials,HKG,HKD,7.4,57.39958272
6069.HK,SY HOLDINGS,Financials,HKG,HKD,6.52,6.540798976
6099.HK,CMSC,Financials,HKG,HKD,8.18,122.814521344
6818.HK,CEB BANK,Financials,HKG,HKD,2.57,187.601010688
6837.HK,HAITONG SEC,Financials,HKG,HKD,5.56,135.92420352
6881.HK,CGS,Financials,HKG,HKD,4.3,100.368883712
6886.HK,HTSC,Financials,HKG,HKD,10.8,151.289643008
0002.HK,CLP HOLDINGS,Utilities,HKG,HKD,77.7,196.305158144
0003.HK,HK & CHINA GAS,Utilities,HKG,HKD,8.85,165.140119552
0006.HK,POWER ASSETS,Utilities,HKG,HKD,52.5,112.048652288
0135.HK,KUNLUN ENERGY,Utilities,HKG,HKD,6.56,56.80304128
0257.HK,EB ENVIRONMENT,Utilities,HKG,HKD,4.72,28.994865152
0270.HK,GUANGDONG INV,Utilities,HKG,HKD,9.84,64.332152832
0371.HK,BJ ENT WATER,Utilities,HKG,HKD,2.59,26.158481408
0384.HK,CHINA GAS HOLD,Utilities,HKG,HKD,11.84,65.460875264
0392.HK,BEIJING ENT,Utilities,HKG,HKD,27.9,35.211194368
0836.HK,CHINA RES POWER,Utilities,HKG,HKD,16.02,77.063258112
0855.HK,CHINA WATER,Utilities,HKG,HKD,7.84,12.7973888
0902.HK,HUANENG POWER,Utilities,HKG,HKD,3.92,61.536555008
0916.HK,CHINA LONGYUAN,Utilities,HKG,HKD,16.86,135.493541888
0991.HK,DATANG POWER,Utilities,HKG,HKD,1.38,47.021568
1038.HK,CKI HOLDINGS,Utilities,HKG,HKD,52.5,132.279533568
1083.HK,TG SMART ENERGY,Utilities,HKG,HKD,4.1,12.955589632
1193.HK,CHINA RES GAS,Utilities,HKG,HKD,33.4,77.287940096
1257.HK,CEB GREENTECH,Utilities,HKG,HKD,2.12,4.380089344
1381.HK,CANVEST ENV,Utilities,HKG,HKD,3.94,9.611787264
1600.HK,TIAN LUN GAS,Utilities,HKG,HKD,4.83,4.847484416
1811.HK,CGN NEW ENERGY,Utilities,HKG,HKD,3.84,16.4767488
1816.HK,CGN POWER,Utilities,HKG,HKD,2.01,150.597042176
2380.HK,CHINA POWER,Utilities,HKG,HKD,4.11,44.525273088
2638.HK,HKELECTRIC-SS,Utilities,HKG,HKD,7.65,67.596935168
2688.HK,ENN ENERGY,Utilities,HKG,HKD,119.2,134.7115008
3633.HK,ZHONGYU ENERGY,Utilities,HKG,HKD,7.2,20.403574784
3868.HK,XINYI ENERGY,Utilities,HKG,HKD,4.41,31.355099136
0008.HK,PCCW,Telecommunications,HKG,HKD,4.31,33.314748416
0215.HK,HUTCHTEL HK,Telecommunications,HKG,HKD,1.34,6.457594368
0728.HK,CHINA TELECOM,Telecommunications,HKG,HKD,2.77,464.689659904
0762.HK,CHINA UNICOM,Telecommunications,HKG,HKD,3.68,112.601014272
0788.HK,CHINA TOWER,Telecommunications,HKG,HKD,0.94,165.44751616
0941.HK,CHINA MOBILE,Telecommunications,HKG,HKD,50.6,1036.060327936
1310.HK,HKBN,Telecommunications,HKG,HKD,10.02,13.142233088
1883.HK,CITIC TELECOM,Telecommunications,HKG,HKD,2.66,9.796301824
6823.HK,HKT-SS,Telecommunications,HKG,HKD,10.82,81.969504256
0144.HK,CHINA MER PORT,Industrials,HKG,HKD,15.18,57.46571264
0148.HK,KINGBOARD HLDG,Industrials,HKG,HKD,38.25,42.296467456
0152.HK,SHENZHEN INT'L,Industrials,HKG,HKD,7.59,17.201598464
0177.HK,JIANGSU EXPRESS,Industrials,HKG,HKD,8.0,49.75880192
0316.HK,OOIL,Industrials,HKG,HKD,266.4,175.92336384
0489.HK,DONGFENG GROUP,Industrials,HKG,HKD,6.27,54.023073792
0558.HK,LK TECH,Industrials,HKG,HKD,12.86,17.700374528
0576.HK,ZHEJIANGEXPRESS,Industrials,HKG,HKD,6.83,29.663442944
0586.HK,CONCH VENTURE,Industrials,HKG,HKD,19.74,36.060438528
0631.HK,SANY INT'L,Industrials,HKG,HKD,7.76,24.475815936
0636.HK,KERRY LOG NET,Industrials,HKG,HKD,18.2,32.893042688
0658.HK,C TRANSMISSION,Industrials,HKG,HKD,4.48,7.326098944
0819.HK,TIANNENG POWER,Industrials,HKG,HKD,7.34,8.26572032
0868.HK,XINYI GLASS,Industrials,HKG,HKD,20.35,81.779736576
0968.HK,XINYI SOLAR,Industrials,HKG,HKD,13.88,123.40375552
1052.HK,YUEXIUTRANSPORT,Industrials,HKG,HKD,5.02,8.39926272
1157.HK,ZOOMLION,Industrials,HKG,HKD,4.77,69.229871104
1196.HK,REALORD GROUP,Industrials,HKG,HKD,8.6,12.38150656
1199.HK,COSCO SHIP PORT,Industrials,HKG,HKD,6.16,20.422248448
1308.HK,SITC,Industrials,HKG,HKD,29.8,79.92717312
1478.HK,Q TECH,Industrials,HKG,HKD,5.4,6.382746112
1766.HK,CRRC,Industrials,HKG,HKD,3.12,179.949109248
1882.HK,HAITIAN INT'L,Industrials,HKG,HKD,20.75,33.11699968
1888.HK,KB LAMINATES,Industrials,HKG,HKD,13.58,42.369601536
1919.HK,COSCO SHIP HOLD,Industrials,HKG,HKD,13.98,317.464838144
2018.HK,AAC TECH,Industrials,HKG,HKD,17.32,20.931219456
2039.HK,CIMC,Industrials,HKG,HKD,12.86,55.25813248
2057.HK,ZTO EXPRESS-SW,Industrials,HKG,HKD,205.6,170.0573184
2208.HK,GOLDWIND,Industrials,HKG,HKD,12.72,68.569829376
2338.HK,WEICHAI POWER,Industrials,HKG,HKD,12.12,143.303245824
2343.HK,PACIFIC BASIN,Industrials,HKG,HKD,4.05,19.487911936
2357.HK,AVICHINA,Industrials,HKG,HKD,4.41,34.006964224
2382.HK,SUNNY OPTICAL,Industrials,HKG,HKD,121.2,132.93821952
2618.HK,JD LOGISTICS,Industrials,HKG,HKD,15.16,93.738524672
2727.HK,SH ELECTRIC,Industrials,HKG,HKD,1.99,69.872082944
3339.HK,LONKING,Industrials,HKG,HKD,2.02,8.645801984
3800.HK,GCL TECH,Industrials,HKG,HKD,2.81,76.148187136
3808.HK,SINOTRUK,Industrials,HKG,HKD,11.46,31.64094464
3898.HK,TIMES ELECTRIC,Industrials,HKG,HKD,35.1,82.132590592
6865.HK,FLAT GLASS,Industrials,HKG,HKD,31.95,106.72386048
9956.HK,ANE,Industrials,HKG,HKD,3.94,4.580683776
0189.HK,DONGYUE GROUP,Materials,HKG,HKD,9.69,21.852790784
0297.HK,SINOFERT,Materials,HKG,HKD,1.29,9.061553152
0338.HK,SHANGHAI PECHEM,Materials,HKG,HKD,1.55,37.668872192
0358.HK,JIANGXI COPPER,Materials,HKG,HKD,12.54,74.943299584
0486.HK,RUSAL,Materials,HKG,HKD,3.46,54.167339008
0581.HK,CHINA ORIENTAL,Materials,HKG,HKD,2.09,7.780170752
0826.HK,TIANGONG INT'L,Materials,HKG,HKD,2.61,7.294949888
0990.HK,THEME INT'L,Materials,HKG,HKD,1.12,15.087855616
1208.HK,MMG,Materials,HKG,HKD,3.26,28.163432448
1258.HK,CHINFMINING,Materials,HKG,HKD,4.44,16.601337856
1378.HK,CHINAHONGQIAO,Materials,HKG,HKD,9.72,88.65951744
1772.HK,GANFENGLITHIUM,Materials,HKG,HKD,95.5,180.244791296
1787.HK,SD GOLD,Materials,HKG,HKD,13.68,101.47536896
1818.HK,ZHAOJIN MINING,Materials,HKG,HKD,6.83,22.336763904
1907.HK,CHINA RISUN GP,Materials,HKG,HKD,3.8,16.871999488
2099.HK,CHINAGOLDINTL,Materials,HKG,HKD,25.55,10.239187968
2314.HK,LEE & MAN PAPER,Materials,HKG,HKD,3.79,16.414073856
2362.HK,JINCHUAN INTL,Materials,HKG,HKD,0.83,10.466215936
2600.HK,CHALCO,Materials,HKG,HKD,3.54,93.882925056
2689.HK,ND PAPER,Materials,HKG,HKD,6.95,32.610926592
2899.HK,ZIJIN MINING,Materials,HKG,HKD,10.34,339.975077888
3993.HK,CMOC,Materials,HKG,HKD,3.83,132.708737024
6616.HK,GLOBAL NEW MAT,Materials,HKG,HKD,4.43,5.279496704
0386.HK,SINOPEC CORP,Energy,HKG,HKD,3.73,595.76680448
0467.HK,UNITEDENERGY GP,Energy,HKG,HKD,1.19,31.28498176
0639.HK,SHOUGANG RES,Energy,HKG,HKD,3.65,18.439217152
0857.HK,PETROCHINA,Energy,HKG,HKD,4.15,1250.747744256
0883.HK,CNOOC,Energy,HKG,HKD,12.04,537.55592704
0934.HK,SINOPEC KANTONS,Energy,HKG,HKD,2.65,6.58832384
1088.HK,CHINA SHENHUA,Energy,HKG,HKD,26.25,720.470605824
1171.HK,YANKUANG ENERGY,Energy,HKG,HKD,26.45,195.705143296
1898.HK,CHINA COAL,Energy,HKG,HKD,7.27,141.570162688
2798.HK,PER ENERGY,Energy,HKG,HKD,1.54,2.464
2883.HK,CHINA OILFIELD,Energy,HKG,HKD,9.22,89.102082048
3899.HK,CIMC ENRIC,Energy,HKG,HKD,8.18,16.54053376
