Code,Name,Sector,Exchange,CCY,CurrentPrice,MarketCap(Billions)
RHI,Robert Half,Industrials,NYQ,USD,86.97,9.68237056
ROK,Rockwell Automation,Industrials,NYQ,USD,217.01,25.175980032
ROL,Rollins,Industrials,NYQ,USD,34.99,17.216794624
ROP,Roper,Industrials,NYQ,USD,430.83,45.44610304
ROST,Ross,Consumer Discretionary,NMS,USD,82.66,29.206257664
RCL,Royal Caribbean Group,Consumer Discretionary,NYQ,USD,55.57,14.158680064
SPGI,S&P Global,Financials,NYQ,USD,332.01,80.014409728
CRM,Salesforce,Information Technology,NYQ,USD,176.07,173.428965376
SBAC,SBA Communications,Real Estate,NMS,USD,331.08,36.015210496
SLB,Schlumberger,Energy,NYQ,USD,46.68,65.474768896
STX,Seagate,Information Technology,NMS,USD,83.68,18.630180864
SEE,Sealed Air,Materials,NYQ,USD,62.25,9.222772736
SRE,Sempra Energy,Utilities,NYQ,USD,163.52,52.217987072
NOW,ServiceNow,Information Technology,NYQ,USD,475.13,94.550867968
SHW,Sherwin-Williams,Materials,NYQ,USD,265.26,69.550112768
SBNY,Signature Bank,Financials,NMS,USD,211.83,12.843761664
SPG,Simon,Real Estate,NYQ,USD,111.17,36.532576256
SWKS,Skyworks,Information Technology,NMS,USD,107.27,17.741064192
SJM,Smucker,Consumer Staples,NYQ,USD,124.55,13.49661184
SNA,Snap-on,Industrials,NYQ,USD,216.96,11.614953472
SEDG,SolarEdge,Information Technology,NMS,USD,272.48,14.310513664
SO,Southern Company,Utilities,NYQ,USD,75.55,80.067895296
LUV,Southwest Airlines,Industrials,NYQ,USD,44.15,26.13326848
SWK,Stanley Black & Decker,Industrials,NYQ,USD,114.7,18.699884544
SBUX,Starbucks,Consumer Discretionary,NMS,USD,76.28,0.0
STT,State Street,Financials,NYQ,USD,69.95,25.575747584
STE,Steris,Health Care,NYQ,USD,221.46,22.151094272
SYK,Stryker,Health Care,NYQ,USD,228.0,86.01071616
SIVB,SVB Financial,Financials,NMS,USD,474.72,27.860082688
SYF,Synchrony,Financials,NYQ,USD,35.87,19.630180352
SNPS,Synopsys,Information Technology,NMS,USD,316.86,48.618360832
SYY,Sysco,Consumer Staples,NYQ,USD,83.25,42.678611968
TMUS,T-Mobile,Communication Services,NMS,USD,134.56,168.072167424
TROW,T. Rowe Price,Financials,NMS,USD,123.89,28.395339776
TTWO,Take-Two Interactive,Communication Services,NMS,USD,124.63,14.369839104
TPR,Tapestry,Consumer Discretionary,NYQ,USD,34.14,9.3933824
TGT,Target,Consumer Discretionary,NYQ,USD,156.52,74.992492544
TEL,TE Connectivity,Information Technology,NYQ,USD,128.16,41.820274688
TDY,Teledyne,Industrials,NYQ,USD,398.83,18.60749312
TFX,Teleflex,Health Care,NYQ,USD,282.86,13.250576384
TER,Teradyne,Information Technology,NMS,USD,106.64,17.382746112
TSLA,Tesla,Consumer Discretionary,NMS,USD,740.37,743.5239424
TXN,Texas Instruments,Information Technology,NMS,USD,174.42,161.081409536
TXT,Textron,Industrials,NYQ,USD,65.31,14.3959552
TMO,Thermo Fisher Scientific,Health Care,NYQ,USD,556.22,219.1773696
TJX,TJX Companies,Consumer Discretionary,NYQ,USD,62.5,74.554998784
TSCO,Tractor Supply,Consumer Discretionary,NMS,USD,190.66,21.699969024
TT,Trane Technologies,Industrials,NYQ,USD,136.34,32.386203648
TDG,TransDigm,Industrials,NYQ,USD,600.09,33.15431424
TRV,Travelers,Financials,NYQ,USD,176.29,43.368923136
TRMB,Trimble,Information Technology,NMS,USD,67.24,16.877776896
TFC,Truist,Financials,NYQ,USD,48.92,65.30281472
TWTR,Twitter,Communication Services,NYQ,USD,39.3,31.424671744
TYL,Tyler Technologies,Information Technology,NYQ,USD,345.87,14.17247232
TSN,Tyson,Consumer Staples,NYQ,USD,88.14,32.001957888
USB,U.S. Bank,Financials,NYQ,USD,51.75,76.734898176
UDR,UDR,Real Estate,NYQ,USD,47.92,14.816191488
ULTA,Ulta Beauty,Consumer Discretionary,NMS,USD,407.32,22.044239872
UAA,Under Armour (Class A),Consumer Discretionary,NYQ,USD,10.33,4.520366592
UA,Under Armour (Class C),Consumer Discretionary,NYQ,USD,9.41,4.857216
UNP,Union Pacific,Industrials,NYQ,USD,221.32,142.281326592
UAL,United Airlines,Industrials,NMS,USD,45.49,14.729980928
UNH,UnitedHealth Group,Health Care,NYQ,USD,492.55,463.90870016
UPS,United Parcel Service,Industrials,NYQ,USD,180.23,156.64545792
URI,United Rentals,Industrials,NYQ,USD,293.5,21.247756288
UHS,Universal Health Services,Health Care,NYQ,USD,120.75,9.705509888
VLO,Valero,Energy,NYQ,USD,132.55,54.191214592
VTR,Ventas,Real Estate,NYQ,USD,56.53,22.565419008
VRSN,Verisign,Information Technology,NMS,USD,174.37,19.368671232
VRSK,Verisk,Industrials,NMS,USD,171.23,27.595595776
VZ,Verizon,Communication Services,NYQ,USD,51.4,215.764877312
VRTX,Vertex,Health Care,NMS,USD,269.41,68.498030592
VFC,VF Corporation,Consumer Discretionary,NYQ,USD,49.83,19.572328448
VTRS,Viatris,Health Care,NMS,USD,12.07,14.597336064
V,Visa,Information Technology,NYQ,USD,209.93,0.0
VNO,Vornado Realty Trust,Real Estate,NYQ,USD,33.82,6.482651136
VMC,Vulcan Materials,Materials,NYQ,USD,164.54,21.835280384
WAB,Wabtec,Industrials,NYQ,USD,93.21,17.413584896
WMT,Walmart,Consumer Staples,NYQ,USD,125.45,347.983249408
WBA,Walgreens Boots Alliance,Consumer Staples,NMS,USD,43.26,37.3742592
WBD,Warner Bros. Discovery,Communication Services,NMS,USD,17.66,0.0
WM,Waste Management,Industrials,NYQ,USD,158.53,66.315636736
WAT,Waters,Health Care,NYQ,USD,321.8,19.641481216
WEC,WEC Energy Group,Utilities,NYQ,USD,104.67,33.016582144
WFC,Wells Fargo,Financials,NYQ,USD,45.16,180.063305728
WELL,Welltower,Real Estate,NYQ,USD,88.16,38.37384704
WST,West Pharmaceutical Services,Health Care,NYQ,USD,308.58,22.859511808
WDC,Western Digital,Information Technology,NMS,USD,60.28,18.78463488
WRK,WestRock,Materials,NYQ,USD,48.14,12.665056256
WY,Weyerhaeuser,Real Estate,NYQ,USD,38.71,28.995530752
WHR,Whirlpool,Consumer Discretionary,NYQ,USD,180.53,10.965951488
WMB,Williams,Energy,NYQ,USD,37.43,45.478572032
WTW,Willis Towers Watson,Financials,NMS,USD,208.47,0.0
WYNN,Wynn Resorts,Consumer Discretionary,NMS,USD,65.13,7.53280512
XEL,Xcel Energy,Utilities,NMS,USD,75.12,40.465338368
XYL,Xylem,Industrials,NYQ,USD,83.75,15.10221824
YUM,Yum! Brands,Consumer Discretionary,NYQ,USD,119.42,35.005939712
ZBRA,Zebra,Information Technology,NMS,USD,334.55,17.878853632
ZBH,Zimmer Biomet,Health Care,NYQ,USD,119.28,24.918546432
ZION,Zions Bancorp,Financials,NMS,USD,56.0,8.761928704
ZTS,Zoetis,Health Care,NYQ,USD,167.02,79.02150656
